ID	Species	Culture collection number	Isolation source	Country	Continent	Category 1	Category 2	Category 3	joined_1_2
132772	Paracoccus sp.	DSM 17098, LMG 22699	Rhizospheric soil of an Indian tropical leguminous plant <i>Clitoria termatea</i> (slender under shrub or herb)	India	Asia	Host Body-Site###Host###Environmental	Plant###Plants###Terrestrial	Rhizosphere###Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Host Body-Site@@@Plant###Environmental@@@Terrestrial
132773	Paracoccus sp.	DSM 17100, LMG 22704	Rhizosphere soil of <i>Clitoria ternatea</i>	India	Asia	Host Body-Site###Host###Environmental	Plant###Plants###Terrestrial	Rhizosphere###Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Host Body-Site@@@Plant###Environmental@@@Terrestrial
132774	Paracoccus sp.	DSM 18132	Forest soil and lignite sample	Germany	Europe	Environmental###Environmental	Terrestrial###Terrestrial	Soil###Forest	Environmental@@@Terrestrial
132775	Paracoccus sp.	DSM 22719	mud volcano soil sample	India	Asia	Environmental###Environmental###Environmental	Terrestrial###Terrestrial###Terrestrial	Volcanic###Soil###Mud (Sludge)	Environmental@@@Terrestrial
132776	Pedobacter sp.	DSM 19485, KCTC 12509	soil	Republic of Korea	Asia	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132777	Pedobacter sp.	DSM 21669	rhyzoplane of <i>Nymphaea rubra</i>	Hungary	Europe	Host Body-Site###Host	Plant###Plants	Rhizoplane###Aquatic plant	Host@@@Plants###Host Body-Site@@@Plant
132778	Phenylobacterium immobile	DSM 2116, ATCC 35974	field soil, enrichment with chloridazon	Denmark	Europe	Environmental###Engineered	Terrestrial###Agriculture	Soil###Field	Engineered@@@Agriculture###Environmental@@@Terrestrial
132779	Porphyrobacter meromictus	DSM 18336	Mahoney Lake	Canada	North America	Environmental	Aquatic	Lake (large)	Environmental@@@Aquatic
132780	Erythrobacter sp.	DSM 23304		Canada	North America				
132781	Roseovarius pelophilus	DSM 17271	Intertidal sediment at a depth of 5cm	Germany	Europe	Environmental###Environmental	Terrestrial###Aquatic	Tidal flat###Sediment	Environmental@@@Terrestrial###Environmental@@@Aquatic
132782	Pseudomonas aeruginosa	DSM 29241	airways of a cystic fibrosis patient	Germany	Europe	Host Body-Site###Infection###Infection	Oral cavity and airways###Patient###Disease	Airways###Cystic fibrosis	Infection@@@Disease###Infection@@@Patient###Host Body-Site@@@Oral cavity and airways
132783	Pseudomonas aeruginosa	DSM 29311	soild (oilfield)	Colombia	Middle and South America	Engineered	Industrial	Oil reservoir	Engineered@@@Industrial
132784	Pseudomonas putida	DSM 26253	mutant derived from <i>P. putida</i> TEC1, derived from <i>P. putida</i> mt-2 KT2440	Japan	Asia	Host	Microbial	Bacteria	Host@@@Microbial
132785	Psychrobacter glacincola	DSM 102806	Antarctic	Chile	Middle and South America	Climate###Condition	Cold###Psychrophilic (<10°C)	Polar	Climate@@@Cold###Condition@@@Psychrophilic (<10°C)
132786	Psychrobacter maritimus	DSM 21842, VKM B-2360	water brine within permafrost	Russia	Asia	Condition###Environmental###Environmental	Saline###Terrestrial###Aquatic	Permafrost	Condition@@@Saline###Environmental@@@Terrestrial###Environmental@@@Aquatic
132787	Psychrobacter urativorans	DSM 100994	Soil	Antarctica	Australia and Oceania	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132788	Rhizobium sp.	DSM 102530	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132789	Rhizobium sp.	DSM 102529	roots of wild-type <i>Arabidopsis thaliana</i> plants	France	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132790	Rhizobium sp.	DSM 102516	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132791	Rhizobium sp.	DSM 102517	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132792	Rhizobium sp.	DSM 102519	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132793	Rhizobium sp.	DSM 102520	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132794	Rhizobium sp.	DSM 102521	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132795	Rhizobium sp.	DSM 102522	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132796	Rhizobium sp.	DSM 102523	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132797	Rhizobium sp.	DSM 102524	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132798	Rhizobium sp.	DSM 102525	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132799	Rhizobium sp.	DSM 102526	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132800	Rhizobium sp.	DSM 102527	roots of <i>Arabidopsis thaliana</i> ecotype Columbia-0 (Col-0)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132801	Rhizobium sp.	DSM 102528	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132802	Rhizobium sp.	DSM 102699	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132803	Rhizobium sp.	DSM 102700	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132804	Rhizobium sp.	DSM 102701	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132805	Rhizobium sp.	DSM 102702	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132806	Rhizobium sp.	DSM 102703	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132807	Rhizobium sp.	DSM 102704	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132808	Rhizobium sp.	DSM 102705	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132809	Rhizobium sp.	DSM 102706	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132810	Rhizobium sp.	DSM 102707	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132811	Rhizobium sp.	DSM 102708	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132812	Rhizobium sp.	DSM 102709	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132813	Rhizobium sp.	DSM 102710	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132814	Rhizobium sp.	DSM 102711	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132815	Rhizobium sp.	DSM 102712	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132816	Rhizobium sp.	DSM 102713	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132817	Rhodobacter sp.	DSM 23261	glacier cryoconite	Austria	Europe	Condition###Environmental###Environmental	Psychrophilic (<10°C)###Terrestrial###Terrestrial	Geologic###Glacier	Condition@@@Psychrophilic (<10°C)###Environmental@@@Terrestrial
132818	Rhodobacter sp.	DSM 23280	glacier cryoconite	Germany	Europe	Condition###Environmental###Environmental	Psychrophilic (<10°C)###Terrestrial###Terrestrial	Geologic###Glacier	Condition@@@Psychrophilic (<10°C)###Environmental@@@Terrestrial
132819	Rhodobacter sp.	DSM 23281		Canada	North America				
132820	Rhodomicrobium vannielii	DSM 23294		Canada	North America				
132821	Rhodothermus marinus	DSM 16675, PRI 493	submarine hot spring, 2 m depth	Iceland	Europe	Condition###Environmental###Environmental	Thermophilic (>45°C)###Aquatic###Aquatic	Thermal spring###Marine	Condition@@@Thermophilic (>45°C)###Environmental@@@Aquatic
132822	Sanuguinoglea alkalitolerans	DSM 18439, VKM B-2418	Water from saline Nakhe Nur	Russia	Asia	Condition###Environmental	Saline###Aquatic		Condition@@@Saline###Environmental@@@Aquatic
132823	Sphingobacterium sp.	DSM 21665	mature mushroom compost	Hungary	Europe	Host###Engineered	Fungi###Biodegradation	Mushroom###Composting	Engineered@@@Biodegradation###Host@@@Fungi
132824	Spirosoma escalantus	DSM 15885, ATCC BAA-766	endolithic sandstone community	USA	North America	Host###Environmental	Other###Terrestrial	Lichen	Host@@@Other###Environmental@@@Terrestrial
132825	Spirosoma navajo	DSM 15884, ATCC BAA-763	endolithic sand stone community	USA	North America	Host###Environmental	Other###Terrestrial	Lichen	Host@@@Other###Environmental@@@Terrestrial
132826	Streptomyces jeddahensis	DSM 101878, LMG 29545, NCCB 100603	arid soil	Saudi Arabia	Asia	Condition###Environmental###Condition###Environmental	Xerophilic###Terrestrial###Xerophilic###Terrestrial	Soil###Soil	Environmental@@@Terrestrial###Condition@@@Xerophilic
132827	Tepidimonas sp.	DSM 14591, JCM 11420	Shiobara hot spring	Japan	Asia	Condition###Environmental###Condition###Environmental	Thermophilic (>45°C)###Aquatic###Thermophilic (>45°C)###Aquatic	Thermal spring###Thermal spring	Condition@@@Thermophilic (>45°C)###Environmental@@@Aquatic
132828	Thermosipho africanus	DSM 24758	produced water from oil well	Norway	Europe	Engineered###Engineered	Waste###Industrial	Wastewater###Oil reservoir	Engineered@@@Industrial###Engineered@@@Waste
132829	Thermus rehai	DSM 15653, CCTCC AB 200292	hot spring	China	Asia	Condition###Environmental	Thermophilic (>45°C)###Aquatic	Thermal spring	Condition@@@Thermophilic (>45°C)###Environmental@@@Aquatic
132830	Janthinobacterium svalbardensis	DSM 25734, ZIM B637	glacier ice	Norway	Europe	Environmental###Environmental	Aquatic###Terrestrial	Ice###Glacier	Environmental@@@Terrestrial###Environmental@@@Aquatic
132831	Planomonospora algeriensis	DSM 46752, CECT 9047	Saharan soil	Algeria	Africa	Climate###Environmental###Environmental	Hot###Terrestrial###Terrestrial	Arid###Desert###Soil	Climate@@@Hot###Environmental@@@Terrestrial
132832	Geodermatophilus daqingensis	DSM 104001, CGMCC 4.7381	petroleum-contaminated soil	China	Asia	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132833	Virgibacillus ainsalahensis	DSM 28994		Algeria	Africa				
132838	Acetobacter oeni	DSM 17891, CECT 5830, LMG 21952	Wine	Portugal	Europe	Host Body-Site###Host###Engineered###Engineered	Plant###Plants###Food production###Food production	Fruit (Seed)###Shrub (Scrub)###Fermented###Beverage	Host@@@Plants###Host Body-Site@@@Plant###Engineered@@@Food production
132839	Alteromonas marina	DSM 100459	coastal marine waters	Malaysia	Asia	Environmental	Aquatic	Marine	Environmental@@@Aquatic
132840	Campylobacter jejuni	DSM 104743, ATCC 29428, NCTC 11322, WDCM 00156, CCM 7212, CCUG 39973, CCUG 41359, CIP 103778, JCM 2013, VPI H840, BCRC 17705, CECT 8119	Human, Child, diarrheic stool###Diarrheic stool of a child###Diarrheic stool of child	Belgium	Europe	Host###Host Body Product###Infection###Host###Host Body Product###Infection###Host###Host Body Product###Infection	Human###Gastrointestinal tract###Patient###Human###Gastrointestinal tract###Patient###Human###Gastrointestinal tract###Patient	Child###Feces (Stool)###Child###Feces (Stool)###Child###Feces (Stool)	Host@@@Human###Host Body Product@@@Gastrointestinal tract###Infection@@@Patient
132841	Campylobacter jejuni subsp. doylei	DSM 104768, ATCC 49349, CCUG 24567, LMG 8803, NCTC 11951, IMVS 1141, LMG 8843, CIP 103751	Human, Child, feces###Human feces,2-yr-old child###Faeces (fluid), 2 year old child	Australia	Australia and Oceania	Host###Host Body Product###Infection###Host###Host Body Product###Infection###Host###Host Body Product###Infection	Human###Gastrointestinal tract###Patient###Human###Gastrointestinal tract###Patient###Human###Gastrointestinal tract###Patient	Child###Feces (Stool)###Child###Feces (Stool)###Child###Feces (Stool)	Host@@@Human###Host Body Product@@@Gastrointestinal tract###Infection@@@Patient
132842	Facklamia miroungae	ATCC BAA-466, DSM 104273, CCUG 42728, CIP 106764	Seal, nasal swab###Seal,mouth of a juvenile elephant seal###elephant seal, <i>Mirounga leonina</i>, nasal swab	Antarctica	Australia and Oceania	Host Body-Site###Host###Infection###Host Body-Site###Host###Infection###Host Body-Site###Host###Infection	Organ###Mammals###Patient###Organ###Mammals###Patient###Organ###Mammals###Patient	Nose###Swab###Nose###Swab###Nose###Swab	Infection@@@Patient###Host Body-Site@@@Organ###Host@@@Mammals
132843	Facklamia sourekii	DSM 104271, CIP 105940, CCUG 28783 A, ATCC 700629, LMG 18982, Str 2/84, CCUG 28783A	Human	Netherlands	Europe	Host###Host	Human###Human		Host@@@Human
132844	Ruoffia tabacinasalis	DSM 104272, CCUG 30090, CIP 106117, ATCC 700838, CCM 4934	Environment, Industrial tobacco, snuff, contaminant###Industrial tobacco,snuff,contaminant###Industrial tobacco, snuff, contaminant	Sweden	Europe	Engineered###Engineered###Engineered###Engineered###Engineered###Engineered	Industrial###Contamination###Industrial###Contamination###Industrial###Contamination		Engineered@@@Industrial###Engineered@@@Contamination
132845	Formosa algae	DSM 15523, KMM 3553, KMM 3557	brown algae <I>Fucus evanescens</I>	Russia	Asia	Host	Algae	Brown Algae	Host@@@Algae
132846	Jannaschia seosinensis	DSM 104837, JCM 13035, KCCM 42114, CECT 7799, CIP 109167	Environment, Hypersaline water, solar saltern###Hypersaline water of a solar saltern located in Seosin###hypersaline water of a solar saltern	Republic of Korea	Asia	Condition###Environmental###Condition###Environmental###Condition###Environmental	Saline###Aquatic###Saline###Aquatic###Saline###Aquatic		Condition@@@Saline###Environmental@@@Aquatic
132847	Moritella marina	DSM 104096, ATCC 15381, CCUG 20304, CIP 102861, LMG 10934, NCIMB 1144	Environment, Seawater###sea water			Environmental###Environmental	Aquatic###Aquatic	Marine###Marine	Environmental@@@Aquatic
132848	Porphyromonas cangingivalis	DSM 104739, AHN 4309, ATCC 700135, JCM 15983, NCTC 12856, CCUG 47700, JCM 13862, VPB 4874	Periodontal pocket###Dog periodontal pocket###periodontal pocket; dog	Finland	Europe	Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host	Oral cavity and airways###Mammals###Oral cavity and airways###Mammals###Oral cavity and airways###Mammals	Periodontal pocket###Canidae (Dog)###Periodontal pocket###Canidae (Dog)###Periodontal pocket###Canidae (Dog)	Host@@@Mammals###Host Body-Site@@@Oral cavity and airways
132849	Porphyromonas crevioricanis	DSM 104771, AHN 4364, CCUG 47702, JCM 13913, NCTC 12858, VPB 4875	Dog periodontal pocket###Dog periodontic pocket###periodontal pocket; dog	Finland	Europe	Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host	Oral cavity and airways###Mammals###Oral cavity and airways###Mammals###Oral cavity and airways###Mammals	Periodontal pocket###Canidae (Dog)###Periodontal pocket###Canidae (Dog)###Periodontal pocket###Canidae (Dog)	Host@@@Mammals###Host Body-Site@@@Oral cavity and airways
